category,sourceFile,textKey,scene,field,currentText,revisedText,note
event,src/config/events.ts,event.config.events.line138.3,事件浮层,stringLiteral,粉丝,,配置文案，可改
event,src/config/events.ts,event.config.events.line145.1,事件浮层,label,稳定节奏,,配置文案，可改
event,src/config/events.ts,event.config.events.line146.1,事件浮层,description,让粉丝盘慢慢恢复。,,配置文案，可改
event,src/config/events.ts,event.config.events.line147.1,事件浮层,resultText,小獭没有急着追声量，而是把陪伴变成更稳定的日常。,,配置文案，可改
event,src/config/events.ts,event.config.events.line152.1,事件浮层,label,给一个小约定,,配置文案，可改
event,src/config/events.ts,event.config.events.line153.1,事件浮层,description,用温柔的话稳住期待。,,配置文案，可改
event,src/config/events.ts,event.config.events.line154.1,事件浮层,resultText,一个小小的约定让大家安心了很多，继续陪伴也变得更有方向。,,配置文案，可改
event,src/config/events.ts,event.config.events.line162.1,事件浮层,title,训练消耗过度,,配置文案，可改
event,src/config/events.ts,event.config.events.line163.1,事件浮层,description,加练的效果确实出现了，但身体也开始提醒她，不能一直硬撑。,,配置文案，可改
event,src/config/events.ts,event.config.events.line169.1,事件浮层,stringLiteral,练习,,配置文案，可改
event,src/config/events.ts,event.config.events.line169.2,事件浮层,stringLiteral,舞台,,配置文案，可改
event,src/config/events.ts,event.config.events.line169.3,事件浮层,stringLiteral,透支,,配置文案，可改
event,src/config/events.ts,event.config.events.line176.1,事件浮层,label,把这组练完,,配置文案，可改
event,src/config/events.ts,event.config.events.line177.1,事件浮层,description,继续换一点成长。,,配置文案，可改
event,src/config/events.ts,event.config.events.line178.1,事件浮层,resultText,她还是咬牙练完了这一组，舞台理解更深，但状态更吃紧。,,配置文案，可改
event,src/config/events.ts,event.config.events.line184.1,事件浮层,label,及时停下,,配置文案，可改
event,src/config/events.ts,event.config.events.line185.1,事件浮层,description,先避免疲劳扩大。,,配置文案，可改
event,src/config/events.ts,event.config.events.line186.1,事件浮层,resultText,小獭把训练记录好，先让身体缓下来。,,配置文案，可改
event,src/config/events.ts,event.config.events.line194.1,事件浮层,title,营业疲劳,,配置文案，可改
event,src/config/events.ts,event.config.events.line195.1,事件浮层,description,营业频率变高之后，一部分粉丝开始担心这份热闹会不会太消耗她。,,配置文案，可改
event,src/config/events.ts,event.config.events.line198.1,事件浮层,stringLiteral,粉丝,,配置文案，可改
event,src/config/events.ts,event.config.events.line198.2,事件浮层,stringLiteral,营业,,配置文案，可改
event,src/config/events.ts,event.config.events.line198.3,事件浮层,stringLiteral,应援,,配置文案，可改
event,src/config/events.ts,event.config.events.line205.1,事件浮层,label,维持热度,,配置文案，可改
event,src/config/events.ts,event.config.events.line206.1,事件浮层,description,短期继续冲一把。,,配置文案，可改
event,src/config/events.ts,event.config.events.line207.1,事件浮层,resultText,热度确实继续上去了，但疲惫感也一起被推高。,,配置文案，可改
event,src/config/events.ts,event.config.events.line213.1,事件浮层,label,放软节奏,,配置文案，可改
event,src/config/events.ts,event.config.events.line214.1,事件浮层,description,让喜欢变得不那么紧绷。,,配置文案，可改
event,src/config/events.ts,event.config.events.line215.1,事件浮层,resultText,小獭把节奏放轻，粉丝也更愿意用舒服的方式陪着她。,,配置文案，可改
event,src/config/events.ts,event.config.events.line223.1,事件浮层,title,曝光压力,,配置文案，可改
event,src/config/events.ts,event.config.events.line224.1,事件浮层,description,新的关注带来了机会，也带来了更多评价。小獭开始有点在意自己是不是表现得足够好。,,配置文案，可改
event,src/config/events.ts,event.config.events.line227.1,事件浮层,stringLiteral,外务,,配置文案，可改
event,src/config/events.ts,event.config.events.line227.2,事件浮层,stringLiteral,曝光,,配置文案，可改
event,src/config/events.ts,event.config.events.line227.3,事件浮层,stringLiteral,压力,,配置文案，可改
event,src/config/events.ts,event.config.events.line234.1,事件浮层,label,正面接住,,配置文案，可改
event,src/config/events.ts,event.config.events.line235.1,事件浮层,description,把压力转成可见度。,,配置文案，可改
event,src/config/events.ts,event.config.events.line236.1,事件浮层,resultText,她认真接住外界的评价，影响力上去了，压力也更明显。,,配置文案，可改
event,src/config/events.ts,event.config.events.line241.1,事件浮层,label,过滤噪音,,配置文案，可改
event,src/config/events.ts,event.config.events.line242.1,事件浮层,description,让团队帮她挡掉一部分消耗。,,配置文案，可改
event,src/config/events.ts,event.config.events.line243.1,事件浮层,resultText,团队帮她整理反馈，小獭不用把每一句话都背在身上。,,配置文案，可改
event,src/config/events.ts,event.config.events.line251.1,事件浮层,title,路线争议,,配置文案，可改
event,src/config/events.ts,event.config.events.line252.1,事件浮层,description,新的形象方向让讨论变多了，有人喜欢，也有人一时不适应。,,配置文案，可改
event,src/config/events.ts,event.config.events.line255.1,事件浮层,stringLiteral,风格,,配置文案，可改
event,src/config/events.ts,event.config.events.line255.2,事件浮层,stringLiteral,形象,,配置文案，可改
event,src/config/events.ts,event.config.events.line255.3,事件浮层,stringLiteral,舆论,,配置文案，可改
event,src/config/events.ts,event.config.events.line262.1,事件浮层,label,坚持方向,,配置文案，可改
event,src/config/events.ts,event.config.events.line263.1,事件浮层,description,把风格做得更明确。,,配置文案，可改
event,src/config/events.ts,event.config.events.line264.1,事件浮层,resultText,小獭没有马上退回去，辨识度更强了，但争议也带来压力。,,配置文案，可改
event,src/config/events.ts,event.config.events.line269.1,事件浮层,label,微调表达,,配置文案，可改
event,src/config/events.ts,event.config.events.line270.1,事件浮层,description,保留新鲜感，也照顾粉丝接受度。,,配置文案，可改
event,src/config/events.ts,event.config.events.line271.1,事件浮层,resultText,她把新风格调得更贴近自己，讨论慢慢变得温和。,,配置文案，可改
event,src/config/events.ts,event.config.events.line279.1,事件浮层,title,体力透支,,配置文案，可改
event,src/config/events.ts,event.config.events.line280.1,事件浮层,description,连月的训练和外务让身体开始发出警讯。她还是想撑住，但状态已经不再像之前那样稳定。,,配置文案，可改
event,src/config/events.ts,event.config.events.line283.1,事件浮层,stringLiteral,透支,,配置文案，可改
event,src/config/events.ts,event.config.events.line283.2,事件浮层,stringLiteral,恢复,,配置文案，可改
event,src/config/events.ts,event.config.events.line283.3,事件浮层,stringLiteral,舞台,,配置文案，可改
event,src/config/events.ts,event.config.events.line293.1,事件浮层,label,咬牙坚持,,配置文案，可改
event,src/config/events.ts,event.config.events.line294.1,事件浮层,description,继续换舞台和声量。,,配置文案，可改
event,src/config/events.ts,event.config.events.line295.1,事件浮层,resultText,小獭撑住了这次安排，但身体发出的警讯更明显了。,,配置文案，可改
event,src/config/events.ts,event.config.events.line301.1,事件浮层,label,调整节奏,,配置文案，可改
event,src/config/events.ts,event.config.events.line302.1,事件浮层,description,先把身体稳回来。,,配置文案，可改
event,src/config/events.ts,event.config.events.line303.1,事件浮层,resultText,她暂时放慢安排，身体终于得到一点喘息。,,配置文案，可改
event,src/config/events.ts,event.config.events.line308.1,事件浮层,label,稳定沟通,,配置文案，可改
event,src/config/events.ts,event.config.events.line309.1,事件浮层,description,让粉丝理解节奏调整。,,配置文案，可改
event,src/config/events.ts,event.config.events.line310.1,事件浮层,resultText,小獭认真说明自己的状态，核心粉反而更愿意保护她。,,配置文案，可改
event,src/config/events.ts,event.config.events.line318.1,事件浮层,title,高压失衡,,配置文案，可改
event,src/config/events.ts,event.config.events.line319.1,事件浮层,description,高位期待让每一次失误都被放大。她开始变得更在意评价，也更难放松下来。,,配置文案，可改
event,src/config/events.ts,event.config.events.line322.1,事件浮层,stringLiteral,压力,,配置文案，可改
event,src/config/events.ts,event.config.events.line322.2,事件浮层,stringLiteral,舆论,,配置文案，可改
event,src/config/events.ts,event.config.events.line322.3,事件浮层,stringLiteral,高位,,配置文案，可改
event,src/config/events.ts,event.config.events.line332.1,事件浮层,label,正面回应期待,,配置文案，可改
event,src/config/events.ts,event.config.events.line333.1,事件浮层,description,用更高声量接住压力。,,配置文案，可改
event,src/config/events.ts,event.config.events.line334.1,事件浮层,resultText,她努力把期待转化成表达，影响力上升，但压力没有真正消失。,,配置文案，可改
event,src/config/events.ts,event.config.events.line340.1,事件浮层,label,休整沉淀,,配置文案，可改
event,src/config/events.ts,event.config.events.line341.1,事件浮层,description,先让心情和压力回落。,,配置文案，可改
event,src/config/events.ts,event.config.events.line342.1,事件浮层,resultText,她把脚步放慢一点，终于重新听见自己的呼吸。,,配置文案，可改
event,src/config/events.ts,event.config.events.line347.1,事件浮层,label,团队分担,,配置文案，可改
event,src/config/events.ts,event.config.events.line348.1,事件浮层,description,用运营力分摊压力。,,配置文案，可改
event,src/config/events.ts,event.config.events.line349.1,事件浮层,resultText,团队帮她拆解评价和安排，小獭不再一个人硬扛。,,配置文案，可改
event,src/config/events.ts,event.config.events.line357.1,事件浮层,title,应援盘透支,,配置文案，可改
event,src/config/events.ts,event.config.events.line358.1,事件浮层,description,粉丝仍然愿意支持她，但长期高强度应援已经让一部分人感到疲惫。,,配置文案，可改
event,src/config/events.ts,event.config.events.line361.1,事件浮层,stringLiteral,粉丝,,配置文案，可改
event,src/config/events.ts,event.config.events.line361.2,事件浮层,stringLiteral,应援,,配置文案，可改
event,src/config/events.ts,event.config.events.line361.3,事件浮层,stringLiteral,疲劳,,配置文案，可改
event,src/config/events.ts,event.config.events.line371.1,事件浮层,label,继续冲榜,,配置文案，可改
event,src/config/events.ts,event.config.events.line372.1,事件浮层,description,短期把数字再推上去。,,配置文案，可改
event,src/config/events.ts,event.config.events.line373.1,事件浮层,resultText,粉丝数短期又涨了一点，但疲劳也被继续推高。,,配置文案，可改
event,src/config/events.ts,event.config.events.line379.1,事件浮层,label,安抚核心粉,,配置文案，可改
event,src/config/events.ts,event.config.events.line380.1,事件浮层,description,先修复应援盘。,,配置文案，可改
event,src/config/events.ts,event.config.events.line381.1,事件浮层,resultText,小獭没有催促大家，只是认真把感谢说清楚。,,配置文案，可改
event,src/config/events.ts,event.config.events.line386.1,事件浮层,label,稳定运营,,配置文案，可改
event,src/config/events.ts,event.config.events.line387.1,事件浮层,description,降低消耗，慢慢恢复。,,配置文案，可改
event,src/config/events.ts,event.config.events.line388.1,事件浮层,resultText,节奏慢下来以后，粉丝盘终于不再那么紧绷。,,配置文案，可改
event,src/config/events.ts,event.config.events.line396.1,事件浮层,title,状态低落,,配置文案，可改
event,src/config/events.ts,event.config.events.line397.1,事件浮层,description,她没有停下脚步，只是偶尔会在练习室的镜子前沉默很久。,,配置文案，可改
event,src/config/events.ts,event.config.events.line403.1,事件浮层,stringLiteral,压力,,配置文案，可改
event,src/config/events.ts,event.config.events.line403.2,事件浮层,stringLiteral,恢复,,配置文案，可改
event,src/config/events.ts,event.config.events.line403.3,事件浮层,stringLiteral,低落,,配置文案，可改
event,src/config/events.ts,event.config.events.line413.1,事件浮层,label,继续训练,,配置文案，可改
event,src/config/events.ts,event.config.events.line414.1,事件浮层,description,用训练找回确定感。,,配置文案，可改
event,src/config/events.ts,event.config.events.line415.1,事件浮层,resultText,练习让她暂时找到了方向，但低落并没有完全散开。,,配置文案，可改
event,src/config/events.ts,event.config.events.line421.1,事件浮层,label,放慢节奏,,配置文案，可改
event,src/config/events.ts,event.config.events.line422.1,事件浮层,description,先把心情照顾好。,,配置文案，可改
event,src/config/events.ts,event.config.events.line423.1,事件浮层,resultText,小獭给自己留出一点空白，心情慢慢回到了可承受的位置。,,配置文案，可改
event,src/config/events.ts,event.config.events.line428.1,事件浮层,label,和粉丝连接,,配置文案，可改
event,src/config/events.ts,event.config.events.line429.1,事件浮层,description,用陪伴感重新获得力量。,,配置文案，可改
event,src/config/events.ts,event.config.events.line430.1,事件浮层,resultText,她从粉丝那里重新感受到被需要，眼睛又亮了一点。,,配置文案，可改
event,src/config/events.ts,event.config.events.line438.1,事件浮层,title,安静恢复日,,配置文案，可改
event,src/config/events.ts,event.config.events.line439.1,事件浮层,description,难得有一个能慢下来的日子。没有大声量，但这份平静很重要。,,配置文案，可改
event,src/config/events.ts,event.config.events.line442.1,事件浮层,stringLiteral,恢复,,配置文案，可改
event,src/config/events.ts,event.config.events.line442.2,事件浮层,stringLiteral,休息,,配置文案，可改
event,src/config/events.ts,event.config.events.line442.3,事件浮层,stringLiteral,日常,,配置文案，可改
event,src/config/events.ts,event.config.events.line450.1,事件浮层,label,好好睡一觉,,配置文案，可改
event,src/config/events.ts,event.config.events.line451.1,事件浮层,description,优先恢复体力。,,配置文案，可改
event,src/config/events.ts,event.config.events.line452.1,事件浮层,resultText,小獭睡了一个很长的觉，醒来时终于没有那么沉了。,,配置文案，可改
event,src/config/events.ts,event.config.events.line457.1,事件浮层,label,整理留言,,配置文案，可改
event,src/config/events.ts,event.config.events.line458.1,事件浮层,description,从陪伴里恢复心情。,,配置文案，可改
event,src/config/events.ts,event.config.events.line459.1,事件浮层,resultText,她慢慢看完大家的留言，知道自己不是一个人在前进。,,配置文案，可改
event,src/config/events.ts,event.config.events.line467.1,事件浮层,title,团队节奏调整,,配置文案，可改
event,src/config/events.ts,event.config.events.line468.1,事件浮层,description,团队意识到近期安排有些紧，于是重新整理了训练、营业和休息的比例。,,配置文案，可改
event,src/config/events.ts,event.config.events.line471.1,事件浮层,stringLiteral,运营,,配置文案，可改
event,src/config/events.ts,event.config.events.line471.2,事件浮层,stringLiteral,恢复,,配置文案，可改
event,src/config/events.ts,event.config.events.line471.3,事件浮层,stringLiteral,压力,,配置文案，可改
event,src/config/events.ts,event.config.events.line479.1,事件浮层,label,重排日程,,配置文案，可改
event,src/config/events.ts,event.config.events.line480.1,事件浮层,description,用运营力降低消耗。,,配置文案，可改
event,src/config/events.ts,event.config.events.line481.1,事件浮层,resultText,安排变得更有余地，小獭终于不用每件事都硬扛。,,配置文案，可改
event,src/config/events.ts,event.config.events.line486.1,事件浮层,label,保护粉丝盘,,配置文案，可改
event,src/config/events.ts,event.config.events.line487.1,事件浮层,description,先让应援节奏降温。,,配置文案，可改
event,src/config/events.ts,event.config.events.line488.1,事件浮层,resultText,粉丝盘被好好照顾了一次，紧绷感明显下降。,,配置文案，可改
event,src/config/events.ts,event.config.events.line496.1,事件浮层,title,第一次千人基本盘,,配置文案，可改
event,src/config/events.ts,event.config.events.line497.1,事件浮层,description,粉丝数跨过了一个小小的门槛。数字不是全部，但它说明，已经有人愿意认真留下来。,,配置文案，可改
event,src/config/events.ts,event.config.events.line500.1,事件浮层,stringLiteral,粉丝,,配置文案，可改
event,src/config/events.ts,event.config.events.line500.2,事件浮层,stringLiteral,里程碑,,配置文案，可改
event,src/config/events.ts,event.config.events.line500.3,事件浮层,stringLiteral,应援,,配置文案，可改
event,src/config/events.ts,event.config.events.line508.1,事件浮层,label,认真道谢,,配置文案，可改
event,src/config/events.ts,event.config.events.line509.1,事件浮层,description,把这份支持变成新的约定。,,配置文案，可改
event,src/config/events.ts,event.config.events.line510.1,事件浮层,resultText,小獭认真把感谢说出口，粉丝也更确定自己没有喜欢错人。,,配置文案，可改
event,src/config/events.ts,event.config.events.line515.1,事件浮层,label,继续前进,,配置文案，可改
event,src/config/events.ts,event.config.events.line516.1,事件浮层,description,把里程碑当成新的起点。,,配置文案，可改
event,src/config/events.ts,event.config.events.line517.1,事件浮层,resultText,她没有停在这个数字上，而是把它当作下一段路的起点。,,配置文案，可改
event,src/config/events.ts,event.config.events.line525.1,事件浮层,title,舞台力突破,,配置文案，可改
event,src/config/events.ts,event.config.events.line526.1,事件浮层,description,她的舞台力终于到了一个新的层级。练习室里的反复确认，开始变成台上的稳定感。,,配置文案，可改
event,src/config/events.ts,event.config.events.line529.1,事件浮层,stringLiteral,舞台,,配置文案，可改
event,src/config/events.ts,event.config.events.line529.2,事件浮层,stringLiteral,里程碑,,配置文案，可改
event,src/config/events.ts,event.config.events.line529.3,事件浮层,stringLiteral,练习,,配置文案，可改
event,src/config/events.ts,event.config.events.line537.1,事件浮层,label,继续打磨,,配置文案，可改
event,src/config/events.ts,event.config.events.line538.1,事件浮层,description,把突破变成稳定实力。,,配置文案，可改
event,src/config/events.ts,event.config.events.line539.1,事件浮层,resultText,小獭没有被一次突破冲昏头，而是继续把舞台力磨得更稳。,,配置文案，可改
event,src/config/events.ts,event.config.events.line545.1,事件浮层,label,分享自信,,配置文案，可改
event,src/config/events.ts,event.config.events.line546.1,事件浮层,description,让粉丝一起记住这次成长。,,配置文案，可改
event,src/config/events.ts,event.config.events.line547.1,事件浮层,resultText,粉丝看见了她的成长，也更愿意把下一次舞台交给她。,,配置文案，可改
event,src/config/events.ts,event.config.events.line557.1,事件浮层,title,普通但重要的一天,,配置文案，可改
event,src/config/events.ts,event.config.events.line558.1,事件浮层,description,没有特别大的事件，但小獭还是认真完成了今天的安排。,,配置文案，可改
event,src/config/events.ts,event.config.events.line561.1,事件浮层,stringLiteral,日常,,配置文案，可改
event,src/config/events.ts,event.config.events.line561.2,事件浮层,stringLiteral,恢复,,配置文案，可改
event,src/config/events.ts,event.config.events.line567.1,事件浮层,label,稳稳收尾,,配置文案，可改
event,src/config/events.ts,event.config.events.line568.1,事件浮层,description,保持节奏。,,配置文案，可改
event,src/config/events.ts,event.config.events.line569.1,事件浮层,resultText,平凡的一天也有小小积累，小獭把状态保持住了。,,配置文案，可改
event,src/config/events.ts,event.config.events.line577.1,事件浮层,label,早点休息,,配置文案，可改
event,src/config/events.ts,event.config.events.line578.1,事件浮层,description,让状态轻轻恢复。,,配置文案，可改
event,src/config/events.ts,event.config.events.line579.1,事件浮层,resultText,小獭早早睡下，第二天醒来时眼睛又亮了起来。,,配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line17.1,结局页,title,化茧为蝶,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line18.1,结局页,subtitle,终章高光结局,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line20.1,结局页,stringLiteral,从最初的起点到最终的舞台，她一次次被推到更亮的灯光下，也一次次接住了那些期待。所有训练、压力、应援、沉默和高光，终于在这一刻汇成了完整的蜕变。,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line27.1,结局页,title,星火将燃：蝶翼未满,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line28.1,结局页,subtitle,高位未满结局,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line30.1,结局页,stringLiteral,她已经点燃了足够明亮的火光，也几乎触碰到完整蜕变的边缘。只是最后一段路仍有遗憾，但星火已经燃起，蝶翼也已经展开了一半。,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line37.1,结局页,title,仍在半山：烙印未成,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line38.1,结局页,subtitle,稳定成长结局,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line40.1,结局页,stringLiteral,她确实走了很远。那些被记住的舞台、稳定下来的粉丝、一次次向前的排名，都证明这不是一段空白旅程。只是距离真正留下不可替代的烙印，还差最后一次突破。,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line47.1,结局页,title,那么，晚安：应援断层,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line48.1,结局页,subtitle,未成闭环结局,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line50.1,结局页,stringLiteral,这一路并不是没有光，只是那些光没有汇成足够稳定的方向。有人短暂地看见她，也有人在中途离开。舞台落幕后，声音慢慢散去。,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line57.1,结局页,title,暂停休整,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line58.1,结局页,subtitle,风险优先结局,,结局名/结局正文，谨慎修改；配置文案，可改
ending,src/config/finalEndings.ts,ending.config.finalEndings.line60.1,结局页,stringLiteral,她不是没有努力，只是一路撑到最后时，身体、情绪和粉丝盘都已经发出了太多警讯。暂停不是失败，而是为了让她还能在未来重新站回灯光下。,,结局名/结局正文，谨慎修改；配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line49.1,图鉴,name,初始主形象,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line55.1,图鉴,description,刚开始踏上偶像养成之路的杨小獭，元气已经满满冒出来了。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line56.1,图鉴,conditionText,默认解锁,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line61.1,图鉴,name,开心版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line67.1,图鉴,description,心情亮晶晶的小獭，笑容会让练习室都变暖。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line68.1,图鉴,conditionText,心情达到 85 或以上,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line73.1,图鉴,name,疲惫版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line79.1,图鉴,description,努力到有点累的小獭，需要被好好照顾。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line80.1,图鉴,conditionText,体力低于 30,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line85.1,图鉴,name,wink 营业版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line91.1,图鉴,description,把元气 wink 送给粉丝的小獭，是营业天才预备役。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line92.1,图鉴,conditionText,完成 3 次粉丝营业计划,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line98.1,图鉴,name,舞台服版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line104.1,图鉴,description,站上舞台的小獭，正在把自己的光传递出去。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line105.1,B50结算,conditionText,完成 3 次 B50 舞台记忆节点,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line110.1,图鉴,name,练习服版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line116.1,图鉴,description,在练习室一点点变强的小獭，每一滴汗水都有意义。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line117.1,图鉴,conditionText,完成剧场训练或舞台专项累计 5 次,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line125.1,图鉴,name,夏日版,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line131.1,图鉴,description,参加夏日活动的小獭，像蜂蜜汽水一样清爽闪亮。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line132.1,图鉴,conditionText,触发“夏日邀约”并选择参加活动,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line137.1,图鉴,label,粉丝来信 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line138.1,图鉴,stringLiteral,收到粉丝来信时，小獭把那份喜欢认真收进心里。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line139.1,图鉴,stringLiteral,完成“粉丝来信”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line143.1,图鉴,label,粉丝二创出圈 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line144.1,图鉴,stringLiteral,粉丝创作让更多人看见小獭，也让这份陪伴轻轻扩散。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line145.1,图鉴,stringLiteral,完成“粉丝二创出圈”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line149.1,图鉴,label,舞台小失误 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line150.1,图鉴,stringLiteral,一次小失误之后，小獭学会了把不安拆成下一次进步。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line151.1,图鉴,stringLiteral,完成“舞台小失误”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line155.1,图鉴,label,练习室加练 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line156.1,图鉴,stringLiteral,练习室里多留的一会儿，也会变成舞台上的一点光。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line157.1,图鉴,stringLiteral,完成“练习室加练”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line161.1,图鉴,label,风格挑战 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line162.1,图鉴,stringLiteral,新的风格提案让小獭看见了自己更多面的可能。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line163.1,图鉴,stringLiteral,完成“想挑战不同风格”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line167.1,图鉴,label,夏日邀约 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line168.1,图鉴,stringLiteral,夏日活动里的小獭，像蜂蜜汽水一样清爽闪亮。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line169.1,图鉴,stringLiteral,完成“夏日邀约”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line173.1,图鉴,label,心情低落 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line174.1,图鉴,stringLiteral,状态低落的时候，陪伴和照顾也会成为很重要的养成。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line175.1,图鉴,stringLiteral,完成“心情低落”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line179.1,图鉴,label,偷偷开心 CG,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line180.1,图鉴,stringLiteral,被夸奖后偷偷开心的小獭，把这句话藏进了练习本。,,配置文案，可改
event,src/config/gallery.ts,event.config.gallery.line181.1,图鉴,stringLiteral,完成“被夸奖后偷偷开心”事件,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line185.1,图鉴,stringLiteral,X队初登场,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line186.1,图鉴,stringLiteral,她第一次以正式身份站上这个起点。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line187.1,图鉴,stringLiteral,2015 年 4 月触发 X队初登场,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line192.1,图鉴,stringLiteral,冰帝传说,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line193.1,图鉴,stringLiteral,一次突然而来的高位信号，让更多人开始意识到这个名字。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line194.1,图鉴,stringLiteral,2015 年 5 月触发冰帝传说,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line199.1,图鉴,stringLiteral,十八个闪耀瞬间,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line200.1,图鉴,stringLiteral,早期成长里被记录下来的闪光片段。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line201.1,图鉴,stringLiteral,2016 年 4 月触发十八个闪耀瞬间,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line206.1,图鉴,stringLiteral,卡拉卡拉狗,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line207.1,图鉴,stringLiteral,新的位置带来新的目光，也让她开始找到自己的颜色。,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line208.1,图鉴,stringLiteral,2017 年 7 月触发卡拉卡拉狗,,配置文案，可改
gallery,src/config/gallery.ts,gallery.config.gallery.line213.1,图鉴,stringLiteral,肩负旗帜,,配置文案，可改
